"entity_id"	"tweet_id"	"topic"
"RL2013D01E001"	"278495822272925696"	"other topics"
"RL2013D01E001"	"278506915267485696"	"Promotion of BMW"
"RL2013D01E001"	"278517094818123776"	"BMW vehicles for sale"
"RL2013D01E001"	"278521796637097984"	"(Want to) own a BMW"
"RL2013D01E001"	"278530634056597504"	"Comparison with competition"
"RL2013D01E001"	"278530810208993280"	"BMW vehicles for sale"
"RL2013D01E001"	"278535528243159040"	"New products"
"RL2013D01E001"	"278536693399834626"	"New products"
"RL2013D01E001"	"278539198573735938"	"New products"
"RL2013D01E001"	"278541958677397504"	"Opinion about BMW"
"RL2013D01E001"	"278546269973118976"	"Job offers"
"RL2013D01E001"	"278546727605264385"	"Promotion of BMW"
"RL2013D01E001"	"278548073972654080"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"278548587623878658"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278554449302147073"	"New products"
"RL2013D01E001"	"278561655099637760"	"BMW vehicles for sale"
"RL2013D01E001"	"278569051905720320"	"Promotion of BMW"
"RL2013D01E001"	"278570958061723648"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278580814143438851"	"Promotion of BMW"
"RL2013D01E001"	"278582349799763968"	"New products"
"RL2013D01E001"	"278582823760326657"	"(Want to) own a BMW"
"RL2013D01E001"	"278601433908125696"	"BMW merchandising for sale"
"RL2013D01E001"	"278608912356356098"	"New products"
"RL2013D01E001"	"278622799671746561"	"other topics"
"RL2013D01E001"	"278624515133677569"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"278634774405464064"	"New products"
"RL2013D01E001"	"278643758218747906"	"Comparison with competition"
"RL2013D01E001"	"278645797044756481"	"GS Trophy Challenge"
"RL2013D01E001"	"278646057079029760"	"News/comments involving a BMW but not directly involved with the brand"
"RL2013D01E001"	"278646191317741570"	"Promotion of BMW"
"RL2013D01E001"	"278647632312815616"	"(Want to) own a BMW"
"RL2013D01E001"	"278654340846198785"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278655049662611456"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278656797592657922"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278659928330215425"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278673680106655744"	"New products"
"RL2013D01E001"	"278676616811540480"	"(Want to) own a BMW"
"RL2013D01E001"	"278694318137556993"	"Promotion of BMW"
"RL2013D01E001"	"278708631929753600"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"278712008323518464"	"BMW merchandising for sale"
"RL2013D01E001"	"278728189969330176"	"(Want to) own a BMW"
"RL2013D01E001"	"278728508728029184"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278734833725874176"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278735823573241858"	"Opinion about BMW"
"RL2013D01E001"	"278736758915612673"	"GS Trophy Challenge"
"RL2013D01E001"	"278758925808041984"	"Promotion of BMW"
"RL2013D01E001"	"278775614956269568"	"(Want to) own a BMW"
"RL2013D01E001"	"278776969716457472"	"BMW Sales"
"RL2013D01E001"	"278778028023230464"	"Google and BMW rated most attractive employers by European business, engineering students"
"RL2013D01E001"	"278779909927743488"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278781059162849280"	"Google and BMW rated most attractive employers by European business, engineering students"
"RL2013D01E001"	"278781263177981952"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278808624128729088"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278814450004393984"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"278815624422109186"	"BMW vehicles for sale"
"RL2013D01E001"	"278816954976985088"	"New products"
"RL2013D01E001"	"278817807192436736"	"(Want to) own a BMW"
"RL2013D01E001"	"278842199519686657"	"BMW vehicles for sale"
"RL2013D01E001"	"278843010165379072"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"278844565128110081"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"278848696500760578"	"Opinion about BMW"
"RL2013D01E001"	"278850968651702272"	"Opinion about BMW"
"RL2013D01E001"	"278855503860350976"	"BMW vehicles for sale"
"RL2013D01E001"	"278858771239940096"	"New products"
"RL2013D01E001"	"278860325154078722"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"278860662862651393"	"New products"
"RL2013D01E001"	"278864425006538753"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278868376179314688"	"New products"
"RL2013D01E001"	"278870750138601473"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278874723142733824"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278880057320148992"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"278880313239818241"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"278883601502851072"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"278883823436066816"	"Top car brand"
"RL2013D01E001"	"278886977930149889"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"278888982803259392"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"278890517889167360"	"Top car brand"
"RL2013D01E001"	"278894007558479872"	"BMW and Boeing partner on carbon fiber recycling research"
"RL2013D01E001"	"278900668142608384"	"(Want to) own a BMW"
"RL2013D01E001"	"278906359787954176"	"New products"
"RL2013D01E001"	"278910575055089664"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"278910633775349760"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278917404636086273"	"Daughter of ex-judge Aponte hid from prosecutor 12 bank accounts, a BMW and 6 credit cards"
"RL2013D01E001"	"278919009821409280"	"Daughter of ex-judge Aponte hid from prosecutor 12 bank accounts, a BMW and 6 credit cards"
"RL2013D01E001"	"278921371214544896"	"other topics"
"RL2013D01E001"	"278923078292078592"	"Promotion of BMW"
"RL2013D01E001"	"278928564789837824"	"Comments about BMW dealers/plants"
"RL2013D01E001"	"278930224467570688"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"278935959008079875"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"278937628332662784"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"278937770930614272"	"Opinion about BMW"
"RL2013D01E001"	"278941341373849600"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"278941965255577600"	"other topics"
"RL2013D01E001"	"278943433266171904"	"Jokes"
"RL2013D01E001"	"278949632418136064"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278952165786144768"	"Job offers"
"RL2013D01E001"	"278957651956756481"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"278959031878553602"	"(Want to) own a BMW"
"RL2013D01E001"	"278961808491028482"	"New products"
"RL2013D01E001"	"278963205198471169"	"other topics"
"RL2013D01E001"	"278964060832296960"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"278967542247219200"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"278975926530875392"	"Comments about BMW workers"
"RL2013D01E001"	"278982322836090880"	"Comparison with competition"
"RL2013D01E001"	"278983832764559360"	"BMW parts and accesories for sale"
"RL2013D01E001"	"278984038310625280"	"Driving a BMW"
"RL2013D01E001"	"278994317798940672"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"278996646375858177"	"New products"
"RL2013D01E001"	"279009044742680580"	"Facts"
"RL2013D01E001"	"279009199948693504"	"BMW parts and accesories for sale"
"RL2013D01E001"	"279013587954057216"	"(Want to) own a BMW"
"RL2013D01E001"	"279028371994849281"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"279046868997115905"	"Review of car models"
"RL2013D01E001"	"279055999988559872"	"Promotion of BMW"
"RL2013D01E001"	"279061321415274496"	"Top car brand"
"RL2013D01E001"	"279065206456471553"	"BMW vehicles for sale"
"RL2013D01E001"	"279069472101380098"	"Comparison with competition"
"RL2013D01E001"	"279077972462407680"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"279081269323767808"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279084417232814080"	"Jokes"
"RL2013D01E001"	"279096022012145664"	"New products"
"RL2013D01E001"	"279103806648770560"	"BMW Malaysian National Circuit Masters"
"RL2013D01E001"	"279109414458376193"	"New products"
"RL2013D01E001"	"279122228044513280"	"BMW parts and accesories for sale"
"RL2013D01E001"	"279123524097028096"	"Google and BMW rated most attractive employers by European business, engineering students"
"RL2013D01E001"	"279129245094121472"	"BMW parts and accesories for sale"
"RL2013D01E001"	"279137255350747137"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"279139512775491584"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"279149709099159552"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279150988395433984"	"other topics"
"RL2013D01E001"	"279155237225385985"	"BMW repairs "
"RL2013D01E001"	"279165894922489856"	"BMW vehicles for sale"
"RL2013D01E001"	"279171308741332993"	"Promotion of BMW"
"RL2013D01E001"	"279174327784587265"	"Promotion of BMW"
"RL2013D01E001"	"279178242953461760"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"279178859520356352"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"279179438359474176"	"BMW parts and accesories for sale"
"RL2013D01E001"	"279200711860973569"	"Keith Horne is awarded a car at Dunhill Championship"
"RL2013D01E001"	"279215987516137472"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"279221095859625984"	"other topics"
"RL2013D01E001"	"279224510341857280"	"New products"
"RL2013D01E001"	"279228872422211585"	"BMW car advertisements"
"RL2013D01E001"	"279231494017400832"	"Jokes"
"RL2013D01E001"	"279233637143150592"	"Review of car models"
"RL2013D01E001"	"279234517947015169"	"other topics"
"RL2013D01E001"	"279242063495696385"	"other topics"
"RL2013D01E001"	"279243372105969665"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"279247822283481088"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"279253258114052096"	"Comparison with competition"
"RL2013D01E001"	"279258818599342081"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279262412664864769"	"BMW N55 and N20 Engines Winners of 2013 Ward's 10 Best Engines List"
"RL2013D01E001"	"279265337705373697"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"279266403029241858"	"(Want to) own a BMW"
"RL2013D01E001"	"279266740599414784"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"279270333104656384"	"At car dealer"
"RL2013D01E001"	"279284568589221889"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"279285491310940160"	"Promotion of BMW"
"RL2013D01E001"	"279285571002720257"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"279293175284256769"	"Promotion of BMW"
"RL2013D01E001"	"279295391755816960"	"BMW repairs "
"RL2013D01E001"	"279296916615995392"	"New products"
"RL2013D01E001"	"279300792123531264"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"279302880916291585"	"other topics"
"RL2013D01E001"	"279310384505163776"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279320316621246464"	"New products"
"RL2013D01E001"	"279325974565384193"	"BMW repairs "
"RL2013D01E001"	"279329169320599552"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279333226676375552"	"Comments about BMW workers"
"RL2013D01E001"	"279339128066293761"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"279340109566992384"	"BMW vehicles for sale"
"RL2013D01E001"	"279340189237800961"	"BMW parts and accesories for sale"
"RL2013D01E001"	"279344161247875073"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"279345029460402176"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"279352298189242368"	"BMW car advertisements"
"RL2013D01E001"	"279356342257455104"	"(Want to) own a BMW"
"RL2013D01E001"	"279362570064912384"	"Promotion of BMW"
"RL2013D01E001"	"279364117758869504"	"Promotion of BMW"
"RL2013D01E001"	"279367716454936577"	"(Want to) own a BMW"
"RL2013D01E001"	"279373453734318082"	"(Want to) own a BMW"
"RL2013D01E001"	"279380244715147264"	"BMW vehicles for sale"
"RL2013D01E001"	"279387375166181376"	"BMW car advertisements"
"RL2013D01E001"	"279388868317442048"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"279402428523241472"	"(Want to) own a BMW"
"RL2013D01E001"	"279410250879213568"	"Opinion about BMW"
"RL2013D01E001"	"279410557067595776"	"other topics"
"RL2013D01E001"	"279413607459069953"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279425931368603648"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"279432405213925376"	"Driving a BMW"
"RL2013D01E001"	"279435987136962562"	"Promotion of BMW"
"RL2013D01E001"	"279437279544610816"	"BMW N55 and N20 Engines Winners of 2013 Ward's 10 Best Engines List"
"RL2013D01E001"	"279440936436629504"	"Comparison with competition"
"RL2013D01E001"	"279445931823357952"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"279471315759546368"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"279474008490127361"	"other topics"
"RL2013D01E001"	"279474088202878976"	"(Want to) own a BMW"
"RL2013D01E001"	"279476416045789184"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"279484263567593472"	"BMW car models named car of the year"
"RL2013D01E001"	"279485328933408768"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279487245734539264"	"BMW and Boeing partner on carbon fiber recycling research"
"RL2013D01E001"	"279492723503943680"	"New products"
"RL2013D01E001"	"279496217367543808"	"Job offers"
"RL2013D01E001"	"279499681862651904"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279724752405409792"	"New products"
"RL2013D01E001"	"279764715733913601"	"(Want to) own a BMW"
"RL2013D01E001"	"279765080621600768"	"New products"
"RL2013D01E001"	"279773544722886656"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279773603464110080"	"At car dealer"
"RL2013D01E001"	"279775176361652224"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279789697008558080"	"(Want to) own a BMW"
"RL2013D01E001"	"279811054400315397"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279840703931109376"	"BMW parts and accesories for sale"
"RL2013D01E001"	"279848514513694722"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"279852749951217664"	"(Want to) own a BMW"
"RL2013D01E001"	"279854637388029952"	"BMW 40th anniversary"
"RL2013D01E001"	"279868050780590080"	"Driving a BMW"
"RL2013D01E001"	"279889845508263936"	"BMW merchandising for sale"
"RL2013D01E001"	"279890599363100672"	"Opinion about BMW"
"RL2013D01E001"	"279902465380466688"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"279902502789447680"	"Comparison with competition"
"RL2013D01E001"	"279914075914399745"	"Promotion of BMW"
"RL2013D01E001"	"279937009320079360"	"Keith Horne is awarded a car at Dunhill Championship"
"RL2013D01E001"	"279946433925369856"	"BMW vehicles for sale"
"RL2013D01E001"	"279948729040138240"	"Keith Horne is awarded a car at Dunhill Championship"
"RL2013D01E001"	"279950750304571392"	"Keith Horne is awarded a car at Dunhill Championship"
"RL2013D01E001"	"279954176627314688"	"Jokes"
"RL2013D01E001"	"279961772490891264"	"BMW vehicles for sale"
"RL2013D01E001"	"279970958033436673"	"Review of car models"
"RL2013D01E001"	"279975486065606656"	"other topics"
"RL2013D01E001"	"279982935053070337"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280000498503917569"	"(Want to) own a BMW"
"RL2013D01E001"	"280012129325703168"	"other topics"
"RL2013D01E001"	"280014188716380160"	"Promotion of BMW"
"RL2013D01E001"	"280039399239077888"	"BMW car advertisements"
"RL2013D01E001"	"280040625083150336"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"280044098298200066"	"Song contains BMW in lyrics"
"RL2013D01E001"	"280048057733758977"	"New products"
"RL2013D01E001"	"280052512076214272"	"Comparison with competition"
"RL2013D01E001"	"280055548743913472"	"(Want to) own a BMW"
"RL2013D01E001"	"280079136029028352"	"New products"
"RL2013D01E001"	"280084434928144386"	"BMW parts and accesories for sale"
"RL2013D01E001"	"280087735845388289"	"Promotion of BMW"
"RL2013D01E001"	"280088773818200064"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280105117041188865"	"BMW vehicles for sale"
"RL2013D01E001"	"280119071482195968"	"Promotion of BMW"
"RL2013D01E001"	"280121485828440064"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"280121638400425984"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280131130995384320"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"280140206588448768"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"280143587210039296"	"BMW vehicles for sale"
"RL2013D01E001"	"280152613327085568"	"BMW parts and accesories for sale"
"RL2013D01E001"	"280183282258288640"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280186452992745472"	"BMW vehicles for sale"
"RL2013D01E001"	"280188344091160577"	"Driving a BMW"
"RL2013D01E001"	"280196743419793409"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"280199488897945600"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"280214768722251776"	"Promotion of BMW"
"RL2013D01E001"	"280235782185299968"	"BMW parts and accesories for sale"
"RL2013D01E001"	"280250709801324544"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280271987446800384"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280272562028699649"	"Internet forums about BMW"
"RL2013D01E001"	"280282191492182016"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280289108574736384"	"New products"
"RL2013D01E001"	"280305344729726976"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"280308377215696896"	"(Want to) own a BMW"
"RL2013D01E001"	"280310817231077377"	"Opinion about BMW"
"RL2013D01E001"	"280316782613504001"	"BMW vehicles for sale"
"RL2013D01E001"	"280323589960507392"	"At car dealer"
"RL2013D01E001"	"280327696855228416"	"other topics"
"RL2013D01E001"	"280336093159755777"	"Promotion of BMW"
"RL2013D01E001"	"280336252547526657"	"News/comments involving a BMW but not directly involved with the brand"
"RL2013D01E001"	"280340182597763073"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"280346180477673473"	"Review of car models"
"RL2013D01E001"	"280358838861967360"	"Promotion of BMW"
"RL2013D01E001"	"280363066384855040"	"BMW car advertisements"
"RL2013D01E001"	"280366805594275842"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280375712546951169"	"BMW vehicles for sale"
"RL2013D01E001"	"280381609746780163"	"other topics"
"RL2013D01E001"	"280382498251350017"	"Promotion of BMW"
"RL2013D01E001"	"280391638327635968"	"BMW repairs "
"RL2013D01E001"	"280395627140096000"	"Man killed in Neza when resisting to robbery of his BMW"
"RL2013D01E001"	"280396214342651904"	"Opinion about BMW"
"RL2013D01E001"	"280402853921710080"	"Comparison with competition"
"RL2013D01E001"	"280407308259962880"	"(Want to) own a BMW"
"RL2013D01E001"	"280410074059526145"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280412274328481792"	"New products"
"RL2013D01E001"	"280414677643702272"	"Man killed in Neza when resisting to robbery of his BMW"
"RL2013D01E001"	"280417279810871296"	"Promotion of BMW"
"RL2013D01E001"	"280446774588624896"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"280453214921428993"	"New products"
"RL2013D01E001"	"280495627710894081"	"BMW repairs "
"RL2013D01E001"	"280495665480609793"	"BMW 40th anniversary"
"RL2013D01E001"	"280509213082525696"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"280515840082845698"	"(Want to) own a BMW"
"RL2013D01E001"	"280523700183388161"	"Driving a BMW"
"RL2013D01E001"	"280526313247350784"	"Comparison with competition"
"RL2013D01E001"	"280529106645434369"	"(Want to) own a BMW"
"RL2013D01E001"	"280530273416908800"	"BMW parts and accesories for sale"
"RL2013D01E001"	"280533850399059968"	"Facts"
"RL2013D01E001"	"280551495861149698"	"(Want to) own a BMW"
"RL2013D01E001"	"280565001520041984"	"Comparison with competition"
"RL2013D01E001"	"280573151707021314"	"Man killed in Neza when resisting to robbery of his BMW"
"RL2013D01E001"	"280583871660171264"	"(Want to) own a BMW"
"RL2013D01E001"	"280585033511755776"	"Opinion about BMW"
"RL2013D01E001"	"280586635727478784"	"BMW merchandising for sale"
"RL2013D01E001"	"280588951000080385"	"BMW repairs "
"RL2013D01E001"	"280597163443093505"	"Jokes"
"RL2013D01E001"	"280604532839415808"	"New products"
"RL2013D01E001"	"280611868647772160"	"BMW vehicles for sale"
"RL2013D01E001"	"280616973107347456"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"280617065398796288"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280631590256783362"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"280640750650265600"	"(Want to) own a BMW"
"RL2013D01E001"	"280643153969692672"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280654478137507840"	"Opinion about BMW"
"RL2013D01E001"	"280690381836926977"	"BMW parts and accesories for sale"
"RL2013D01E001"	"280697856090857472"	"BMW vehicles for sale"
"RL2013D01E001"	"280701245067505664"	"BMW vehicles for sale"
"RL2013D01E001"	"280703619060355075"	"Comparison with competition"
"RL2013D01E001"	"280704852202516480"	"BMW parts and accesories for sale"
"RL2013D01E001"	"280709289776144384"	"New products: M6 Gran Coupé"
"RL2013D01E001"	"280709663056613376"	"(Want to) own a BMW"
"RL2013D01E001"	"280710694867968002"	"Promotion of BMW"
"RL2013D01E001"	"280711361737154560"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280714411004542976"	"BMW car advertisements"
"RL2013D01E001"	"280714528453435393"	"(Want to) own a BMW"
"RL2013D01E001"	"280716858787774465"	"(Want to) own a BMW"
"RL2013D01E001"	"280717640610222082"	"BMW car advertisements"
"RL2013D01E001"	"280721818162171904"	"BMW car advertisements"
"RL2013D01E001"	"280721830715731968"	"BMW car advertisements"
"RL2013D01E001"	"280721839125323776"	"BMW car advertisements"
"RL2013D01E001"	"280721923011379201"	"Comments about BMW dealers/plants"
"RL2013D01E001"	"280726855504510976"	"BMW car advertisements"
"RL2013D01E001"	"280731603465035778"	"Man killed in Neza when resisting to robbery of his BMW"
"RL2013D01E001"	"280737190248591361"	"(Want to) own a BMW"
"RL2013D01E001"	"280741707526574080"	"BMW car advertisements"
"RL2013D01E001"	"280745394332377088"	"Promotion of BMW"
"RL2013D01E001"	"280750272299540481"	"BMW will collaborate with Boeing to research carbon fiber recycling"
"RL2013D01E001"	"280752193294970880"	"Top car brand"
"RL2013D01E001"	"280752456672083968"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280753155313123330"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280761760502386689"	"Opinion about BMW"
"RL2013D01E001"	"280764482614067201"	"Promotion of BMW"
"RL2013D01E001"	"280771566613188609"	"BMW car advertisements"
"RL2013D01E001"	"280771587765071872"	"New products"
"RL2013D01E001"	"280778088911093761"	"(Want to) own a BMW"
"RL2013D01E001"	"280780882334339072"	"BMW parts and accesories for sale"
"RL2013D01E001"	"280788050483757056"	"(Want to) own a BMW"
"RL2013D01E001"	"280788067156127745"	"other topics"
"RL2013D01E001"	"280791737197293568"	"(Want to) own a BMW"
"RL2013D01E001"	"280795176530743296"	"News/comments involving a BMW but not directly involved with the brand"
"RL2013D01E001"	"280795566596837376"	"Top car brand"
"RL2013D01E001"	"280815263044235264"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280819960673079296"	"other topics"
"RL2013D01E001"	"280822070395416576"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280839631958863872"	"BMW parts and accesories for sale"
"RL2013D01E001"	"280841401955139584"	"Opinion about BMW"
"RL2013D01E001"	"280847018132402177"	"Promotion of BMW"
"RL2013D01E001"	"280849744404819968"	"New products"
"RL2013D01E001"	"280858882639806465"	"BMW merchandising for sale"
"RL2013D01E001"	"280861595133956096"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280870229389750272"	"New products"
"RL2013D01E001"	"280872548827271168"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280896150196871168"	"BMW car advertisements"
"RL2013D01E001"	"280902160647090176"	"BMW car advertisements"
"RL2013D01E001"	"280924463250415616"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"280927741681995776"	"BMW vehicles for sale"
"RL2013D01E001"	"280928874156675072"	"BMW parts and accesories for sale"
"RL2013D01E001"	"280945957565259776"	"New products"
"RL2013D01E001"	"280952597148471296"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280960620822671361"	"BMW car advertisements"
"RL2013D01E001"	"280963917562388480"	"Internet forums about BMW"
"RL2013D01E001"	"280975770686472192"	"Comments about people who drive/own a BMW"
"RL2013D01E001"	"280984251531395074"	"New products"
"RL2013D01E001"	"280991033729368064"	"(Want to) own a BMW"
"RL2013D01E001"	"280997461479272448"	"Sharing  pictures/videos of BMW"
"RL2013D01E001"	"280998436671725568"	"BMW parts and accesories for sale"
"RL2013D01E001"	"281001104249077760"	"(Want to) own a BMW"
"RL2013D01E001"	"281002446426345472"	"New products"
"RL2013D01E001"	"281010784715296769"	"BMW vehicles for sale"
"RL2013D01E001"	"281023417954746368"	"Comparison with competition"
"RL2013D01E001"	"281027226407956480"	"BMW vehicles for sale"
"RL2013D01E001"	"281027700347518976"	"other topics"
"RL2013D01E001"	"281032032220487681"	"New products"
"RL2013D01E001"	"281043861013397506"	"News/comments involving a BMW but not directly involved with the brand"
"RL2013D01E001"	"281055739282354176"	"other topics"
"RL2013D01E001"	"281058339725660161"	"Top car brand"
"RL2013D01E001"	"281067126788341760"	"New products"
